0,3.33525
1,3.3745000000000003
2,3.853
3,2.995
4,3.09925
5,3.4295
6,3.18575
7,3.2652500000000004
8,3.3775
9,3.1919999999999997
10,3.44625
11,2.94575
12,3.3345
13,3.5114999999999994
14,3.65275
15,4.218999999999999
16,3.157
17,3.626
18,3.2005000000000003
19,3.8379999999999996
20,3.6137499999999996
21,3.908
22,3.1375
23,3.073
24,3.2715000000000005
25,3.372
26,2.8295000000000003
27,3.5615
28,3.37275
29,3.5572500000000007
30,3.9722500000000003
31,3.6122500000000004
32,3.342
33,3.18225
34,3.6385000000000005
35,3.4739999999999993
36,3.55775
37,3.9525000000000006
38,3.5402500000000003
39,3.9677499999999997
40,3.5465000000000004
41,3.2667500000000005
42,4.008
43,3.09975
44,3.5797499999999998
45,3.778
46,3.3555
47,3.4462500000000005
48,3.664
49,3.3905000000000003
50,3.3567500000000003
51,3.4177500000000003
52,3.3862499999999995
53,3.7024999999999997
54,3.593
55,2.86575
56,3.1379999999999995
57,3.3832500000000003
58,3.444
59,3.4877499999999997
60,2.9437499999999996
61,3.822
62,3.9262500000000005
63,3.30775
64,4.7844999999999995
65,3.1452499999999994
66,3.6590000000000003
67,3.55075
68,3.7317499999999995
69,3.281
70,3.5612500000000002
71,4.131749999999999
72,3.77725
73,3.0967499999999997
74,3.3534999999999995
75,3.19525
76,2.85125
77,3.36325
78,4.28625
79,3.7689999999999997
80,3.47525
81,4.013
82,3.2872500000000002
83,3.0405
84,3.37375
85,3.1407499999999997
86,3.8865000000000003
87,3.61875
88,3.85075
89,3.6590000000000003
90,3.2424999999999997
91,3.3345
92,3.7432500000000006
93,3.087
94,2.90475
95,3.28775
0,2.9025
0,2.78425
1,2.41875
2,2.5172499999999998
3,2.692
4,2.479
5,2.86625
6,2.88975
7,3.1402500000000004
8,2.9875
9,3.0054999999999996
10,2.46025
11,2.5927499999999997
12,3.097
13,3.15375
14,2.93675
15,2.99875
16,3.2722499999999997
17,2.781
18,3.00675
19,2.724
20,3.253
21,2.84375
22,2.93125
23,2.9217500000000003
24,3.3622500000000004
25,3.50775
26,3.5192499999999995
27,3.3569999999999993
28,3.6990000000000003
29,3.112
30,3.4197499999999996
31,3.55875
32,3.2252500000000004
33,3.15775
34,3.68125
35,2.9560000000000004
36,3.4552499999999995
37,3.50925
38,2.8594999999999997
39,3.3394999999999997
40,3.90625
41,3.5985
42,4.007
43,2.86575
44,2.527
45,2.87925
46,2.88125
47,3.2987499999999996
48,3.1550000000000002
49,2.69175
50,3.00125
51,3.0060000000000002
52,3.3097499999999997
53,2.92
54,3.30875
55,3.34525
56,3.1214999999999997
57,2.7112500000000006
58,3.2677499999999995
59,3.29075
60,3.4259999999999997
61,2.9837499999999997
62,2.90275
63,3.1357500000000003
64,3.2805
65,3.0
66,3.5230000000000006
67,3.386
68,3.6465000000000005
69,3.1582500000000002
70,3.46075
71,3.0165
72,2.74925
73,3.6182500000000006
74,3.1225
75,2.96875
76,3.57025
77,3.443
78,2.9887500000000005
79,3.4697500000000003
80,3.6267500000000004
81,2.89325
82,3.3177499999999993
83,3.228
84,3.51025
85,3.89925
86,3.5127499999999996
87,3.52975
88,3.575
89,3.505
90,3.5157499999999997
91,3.6725000000000003
92,3.933
93,3.3302500000000004
94,3.2097499999999997
95,3.05675
96,3.2615000000000003
97,3.2012500000000004
98,3.627
99,3.75275
100,3.439
101,3.8600000000000003
102,3.8382499999999995
103,3.678
104,3.6134999999999997
105,3.441
106,3.7662500000000003
107,4.0265
108,3.9415
109,3.84375
110,3.4939999999999998
111,3.5769999999999995
112,3.2047499999999998
113,4.0634999999999994
114,3.44
115,3.5120000000000005
116,3.4769999999999994
117,3.6975000000000002
118,3.50025
119,3.166
120,3.5847499999999997
121,3.05325
122,3.16975
123,3.4095
124,3.3207499999999994
125,3.3629999999999995
126,3.154
127,3.7372500000000004
128,2.908
129,3.0309999999999997
130,3.3512500000000003
131,3.5265
132,4.407
133,3.5189999999999997
134,3.4195
135,3.447
136,2.9997499999999997
137,3.5277499999999997
138,3.77975
139,2.9895000000000005
140,3.4222499999999996
141,3.2205
142,3.4747500000000002
143,3.5429999999999993
144,3.2695
145,3.2942500000000003
146,2.8125
147,3.2445
148,3.5122500000000003
149,3.129
150,3.5675
151,3.84575
152,3.6652500000000003
153,3.6677499999999994
154,3.7332499999999995
155,3.39825
156,3.8935000000000004
157,3.8082499999999997
158,4.0985
159,4.3515
160,3.8920000000000003
161,3.814
162,4.02025
163,4.70625
164,3.81
165,4.02075
166,3.81025
167,3.7990000000000004
168,3.5095
169,3.75875
170,3.4684999999999997
171,4.17025
172,3.8155
173,3.603
174,4.130249999999999
175,3.4405
176,4.6515
177,4.075
178,4.52475
179,3.66125
180,4.005750000000001
181,3.56575
182,3.7567499999999994
183,3.57125
184,3.7965000000000004
185,4.079
186,4.5409999999999995
187,3.80475
188,3.5870000000000006
189,3.91075
190,4.02525
191,3.7262500000000003
192,3.52025
193,4.247249999999999
194,3.59375
195,3.7642499999999997
196,3.622750000000001
197,3.3015
198,4.30875
0,3.02525
1,3.2097499999999997
2,2.8497500000000002
3,3.09975
4,2.54
5,2.597
6,3.2885
7,2.5707500000000003
8,2.7605
9,2.4765
10,2.81225
11,2.27675
12,2.3474999999999997
13,3.1799999999999997
14,2.6784999999999997
15,2.5332500000000002
16,2.9122500000000002
17,2.68575
18,2.7350000000000003
19,2.45575
20,2.8314999999999997
21,2.6557500000000003
22,3.05875
23,2.31575
24,2.45975
25,2.37725
26,2.3924999999999996
27,2.3115
28,3.0835
29,2.9170000000000003
30,2.4835000000000003
31,2.24275
32,2.46775
33,2.60675
34,2.75475
35,2.417
36,2.604
37,2.2119999999999997
38,3.0122500000000003
39,2.8259999999999996
40,2.8770000000000002
41,2.6845000000000003
42,2.3574999999999995
43,3.1695
44,2.7087499999999998
45,2.8609999999999998
46,2.57575
47,2.34325
48,2.8549999999999995
49,3.4435000000000002
50,2.95925
51,3.1335
52,2.969
53,2.7472499999999997
54,2.5345000000000004
55,2.897
56,2.8582500000000004
57,2.667
58,2.45925
59,2.57125
60,2.33775
61,2.85525
62,2.79225
63,2.5112500000000004
64,2.4262500000000005
65,3.08775
66,2.5565
67,2.87025
68,2.5305
69,2.84775
70,2.8810000000000002
71,2.4662499999999996
72,2.6949999999999994
73,3.0835
74,3.0555
75,2.8045
76,3.1475
77,3.1215
78,3.073
79,3.1089999999999995
80,2.6365000000000003
81,3.1242500000000004
82,2.6155
83,2.9959999999999996
84,2.7827499999999996
85,2.6892500000000004
86,2.8672500000000003
87,2.6862500000000002
88,2.79025
89,2.6377499999999996
90,2.498
91,2.9395
92,3.2795
93,2.65
94,2.587
95,3.5955
96,2.7245
97,2.55825
98,2.7357500000000003
99,2.6707500000000004
100,2.87825
101,3.1842499999999996
102,2.8777500000000003
103,3.03675
104,2.5974999999999997
105,2.8192500000000003
106,2.309
107,3.0147500000000003
108,2.771
109,2.5805
110,3.0524999999999998
111,3.40075
112,3.2897499999999993
113,3.17825
114,3.16175
115,3.2182500000000003
116,2.6865
117,3.12425
118,2.6085000000000003
119,2.56825
120,3.2987499999999996
121,3.089
122,3.0332500000000002
123,2.7079999999999997
124,2.761
125,3.20625
126,2.19775
127,2.74425
128,2.853
129,2.875
130,3.03375
131,2.8470000000000004
132,2.5945
133,2.93825
134,3.1245000000000003
135,3.16475
136,3.2125
137,3.16075
138,2.8735
139,2.75175
140,2.70675
141,3.02625
142,3.3329999999999997
143,2.4875
144,2.34575
145,2.55225
146,2.9400000000000004
147,3.3894999999999995
148,2.444
149,3.0695
150,2.9989999999999997
151,2.8850000000000002
152,2.9735
153,3.4207499999999995
154,2.8434999999999997
155,3.22175
156,2.5162500000000003
157,3.02275
158,3.04225
159,2.582
160,3.0555
161,3.3165
162,3.0892500000000003
163,2.7544999999999997
164,2.35925
165,3.54075
166,3.0545
167,2.911
168,3.34025
169,2.5085
170,3.0814999999999997
171,3.553750000000001
172,3.15125
173,3.5987500000000003
174,3.77625
175,3.1752499999999997
176,2.97425
177,3.12325
178,3.122
179,3.6795
180,3.4902500000000005
181,3.5740000000000003
182,2.2352499999999997
183,3.4224999999999994
184,3.1882499999999996
185,3.1770000000000005
186,3.50325
187,3.1697499999999996
188,3.4635
189,3.4379999999999997
190,3.071
191,3.40925
192,3.3024999999999998
193,2.79975
194,3.5072500000000004
195,2.8235
196,2.8292500000000005
197,2.4810000000000003
198,2.9345
